-1.924720,4.269392,-2.188046,1.100777,2.842087,3.916999,-1.043812,-3.008075,0.825493,0.997919,0.041336,-1.794146,-0.957262,2.519177,-1.901890,0.329126,1.605975,-0.862625,1.592741,-2.689662,0.706134,2.043654,-1.176660,1.537579,1.756797,-1.470849,-1.134360,-0.622405,-2.265330,-2.109950,1.968762,-1.372319
-0.580741,1.520448,-0.605843,0.467763,1.103937,1.377274,-0.189454,-0.965377,0.340998,0.400839,0.094906,-0.869726,-0.411972,0.960043,-0.614593,0.141627,0.728708,-0.152635,0.378413,-0.897290,0.008727,0.549066,-0.128620,0.408345,0.720793,-0.693854,-0.435580,-0.285605,-0.658531,-0.700960,0.700399,-0.564369
-2.667891,5.626072,-2.695680,1.598406,3.812464,5.369604,0.076630,-3.735581,0.843974,1.472149,0.041384,-2.874290,-1.982393,2.777833,-2.281535,1.144507,2.334073,-0.572282,1.737932,-3.302382,0.189467,2.428144,-0.693634,0.942469,2.942017,-1.938829,-1.114210,-1.018137,-2.061130,-2.590085,2.105992,-1.407011
-0.452323,1.120686,-0.345727,0.319232,0.689308,1.023744,-0.150430,-0.613369,0.229171,0.276988,0.098775,-0.604935,-0.259788,0.617512,-0.371764,0.135743,0.576360,-0.027786,0.224856,-0.487189,-0.078740,0.449696,-0.030776,0.142186,0.521782,-0.608176,-0.370655,-0.308532,-0.442166,-0.387551,0.539091,-0.342480
-3.877450,7.616693,-3.358690,2.485581,5.192176,7.530756,0.065311,-4.789590,1.286314,2.432090,0.437784,-4.541058,-2.415214,5.264572,-2.195570,0.904040,3.881083,-0.393001,1.977353,-4.370247,0.012196,3.030961,-0.145408,1.640971,3.891817,-3.557453,-2.632335,-1.083580,-3.421090,-3.974180,3.373008,-2.223570
-0.503629,1.432733,-0.667761,0.344970,1.093779,1.465862,-0.301112,-0.998316,0.342340,0.441707,0.059183,-0.803695,-0.381121,0.910591,-0.693260,0.116622,0.687870,-0.222375,0.665127,-0.865700,0.347673,0.626001,-0.277283,0.398929,0.558468,-0.455799,-0.396087,-0.200275,-0.815464,-0.730588,0.701846,-0.471273
-1.925509,3.569207,-1.837353,0.800641,2.346105,3.619520,-0.252950,-2.277904,0.799502,1.021047,-0.059369,-1.642773,-1.055619,2.384594,-1.268765,0.500175,1.610701,-0.310555,1.085976,-2.247897,0.425326,1.316531,-0.589976,0.924595,1.712914,-1.369693,-1.053729,-0.368404,-1.742422,-1.625992,1.855526,-0.923074
-2.587010,4.626711,-2.668591,1.331096,3.125701,4.138007,-0.209314,-3.021056,0.400162,1.563049,0.270261,-2.535256,-1.213325,3.465213,-1.416310,0.063674,2.211643,-0.554535,1.306107,-2.726218,0.418591,2.055952,-0.348463,1.724746,2.390083,-2.138529,-2.130241,-0.566030,-2.221294,-2.193947,1.945205,-0.821430
-0.361486,1.005081,-0.323057,0.373353,0.765983,1.132305,0.011493,-0.609713,0.249757,0.344851,0.105110,-0.688056,-0.366238,0.821925,-0.337946,0.257280,0.595828,0.037418,0.224601,-0.515324,-0.056404,0.265582,0.062434,0.024996,0.489533,-0.521798,-0.225094,-0.143750,-0.420328,-0.552548,0.509437,-0.467998
-0.785983,1.507204,-0.527306,0.388622,0.910897,1.447963,-0.418377,-1.024459,0.374218,0.436705,0.074720,-0.751147,-0.345851,0.993443,-0.431136,-0.012634,0.693162,-0.094486,0.315103,-0.859983,0.107597,0.704298,-0.115873,0.607825,0.586935,-0.723705,-0.508208,-0.223231,-0.879890,-0.665232,0.737754,-0.506952
-0.518689,1.439649,-0.516937,0.379920,1.270502,1.572195,-0.216640,-1.166256,0.251866,0.456750,0.002080,-0.995034,-0.505879,0.902817,-0.889090,0.331307,1.005521,-0.039780,0.674207,-0.976643,0.181034,0.371880,-0.457937,0.128992,0.668281,-0.525356,-0.356326,-0.215302,-0.701664,-0.740911,1.049927,-0.805585
-2.920367,7.163583,-2.945766,2.010204,4.808518,6.780636,-0.897382,-4.838995,1.418025,1.659751,0.453737,-3.466193,-2.062050,3.439163,-3.222668,1.003584,3.241628,-0.794997,2.045344,-3.748572,0.319837,3.013438,-0.932368,1.309733,3.320363,-2.821131,-1.404770,-1.588128,-2.728745,-2.906660,3.026139,-2.180947
-1.609360,3.464495,-1.360988,0.812190,2.548839,3.465296,-0.424524,-2.490149,0.877967,0.962760,0.083402,-2.163082,-0.905538,1.979417,-1.532782,0.435056,2.114086,-0.164397,1.193191,-1.881522,0.137905,1.247764,-0.594928,0.581381,1.519388,-1.584554,-1.123781,-0.691309,-1.431162,-1.440969,1.920872,-1.406184
