author,content,retweet,new_june_2018
lelandgraves_,'@hauntednixon @TammaraMaiden1 @RealAzzmador @Angry_White_Goy  But if that white man hadn't personally done every evil act ever...',1,0
lelandgraves_,The size population and access to illegal guns has no effect on these stats I'm sure. https://t.co/zMyHEhkeWL,1,0
lelandgraves_,Gone girl is one sick ass movie,1,0
moneyform,THUG IN PEACE VD DET NIGGA COULDVE SOLD OBAMA SUM SHIT.. @TbmgQueze @authoredsaxon @cbear_MAC @betsylaura2 http://t.co/xVrDnP2HRx,0,1
moneyform,Navy SEAL Vet Lawmaker Blasts Obama over Defense Bill Veto Threat: Stop Playing Games with National Security \| Freedom Defense Daily...,0,1
donnabrivera,Tigers at Yankees:  Â Â Â Â Â Â Â  http://t.co/4Ov0j2uYVA #breaking,1,0
donnabrivera,Recorder goes to Disney World  #news,1,0
donnabrivera,"U.S. Open 2015: Jason Day shakes off vertigo, enters four-way tie for lead on Day 3  #news",1,0
donnabrivera,Report: Wait lists for vets even longer today than last year  #politics,1,0
donnabrivera,Top-ranked Germany routs Sweden 4-1 in Womenâ€™s World Cup  #sports,1,0
donnabrivera,#sports Twins run into trouble on the bases vs. the Cubs,1,0
lelandgraves_,One of my boss's sister works at a  lawfirm in area. Said it's a slam dunk. Duggars will get richer off this.  https://t.co/ZEBYJaSQan,1,0
lelandgraves_,You can read our #devotionals here:   http://t.co/Fuw4V4ZxPR  #God #Jesus #Christianity #Christian,1,0
lelandgraves_,"If the #RedSox lose this one, Porcello will drop to 4-8 with a 5.61 ERA and 6 straight losses. Much like this team, he's been a train-wreck.",1,0
lelandgraves_,".@DevineDzakpasu Yes, policies she is our saying the country needs to be taken back from http://t.co/d220ZltfHb",1,0
lelandgraves_,"For Leftists, It's Open Season on Christians - http://t.co/OKL5uHQkSP @FreeLion7 @leeone_roz @MrsP11307 @LardomD @qnoftherealm @LLMajer",1,0
lelandgraves_,Oh thanks..rolling my eyes. This is over. Buh bye.  https://t.co/1GbUq38Bxl,1,0
lelandgraves_,"Fox News: ""If church members were armed, this would not have happened.""  Right... Cuz I'm definitely expecting a shootout in bible study.",1,0
lelandgraves_,#edshow The flag designers own definition of the symbol of the confederacy. Southern pride?v http://t.co/wP75Nm2y23,1,0
lelandgraves_,'@RedSox_Stuff true. I think they gotta trade a prospect or two for at least one starting pitcher. Porcello Needs time off.',1,0
lelandgraves_,If the confederate flag is hatred because it animated one guy to murder then why isn't the the Koran a symbol of hatred too?,1,0
lelandgraves_,Why Does the Government Want to Ban Assault Weapons? â‡?http://t.co/KYKRWMFsxy,1,0
lelandgraves_,'@BBBahdeeHair @50cent The @Power_Starz theme song is perfect and incredible! @OmariHardwick @JosephSikora4 @LelaLoren! #PowerTV',1,0
lelandgraves_,"'@Ordbiker @mericanrefugee @ouchinagirl @steph93065 @MadWorldNews so is a swastika, but even that doesn't mean hateful roots.'",1,0
moneyform,I just followed Obama @feelthewhispers @FreeDefDaily @TbmgQueze @ShowTimeRick http://t.co/qCFtMF7ewk,0,1
lelandgraves_,"#PR FIRST GROUP WORKED FOR THEIR MONEY IT'S NOT FREE, BUT THEY'RE RUNNING OUT. WOW 2ND GROUP DIDN'T WORK & THEY'RE... http://t.co/kC55PEiDUR",1,0
lelandgraves_,House Of Public Discourse: Hate Crime In Charleston Nothing New For South Car... http://t.co/aWFzd4egom,1,0
lelandgraves_,Tweeting me behind your block. This is strange and agst TOS rules. WTH. https://t.co/2IAv9FAvER,1,0
lelandgraves_,'@Teddyshouse2II @smileyt22 @Seekerotruth @AlciniaH @MzDivah67 @KingIvan mother I had too let it go in order too stop the pain of my mother',1,0
lelandgraves_,Not necessarily Duggar fans but agst bitter dykes breaking law making juvenile victims public because she's biased. https://t.co/agxjeXUODt,1,0
lelandgraves_,"What I've Learned by Living on the Streets for a Week, and Why You Should Care http://t.co/J5GlMEDTGW via @HuffPostImpact",1,0
lelandgraves_,"Happening now: #Take down the flag rally-in Columbia,South Carolina ~@BuzzfeedNews http://t.co/yNkcJrk2Ty",1,0
lelandgraves_,10 Ks. No hits. ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½WATCH: http://t.co/pN9pUnDl5D. #NoHitter #LikeABoss @Max_Scherzer http://t.co/jNOT45wCav,1,0
lelandgraves_,death is their sales pitch.. how evil  https://t.co/b4Y94tyxTQ,1,0
lelandgraves_,An Afghan jihadistâ€™s life and death in Iraq: â€˜They misused his innocenceâ€?http://t.co/jLxIf4yhlZ,1,0
lelandgraves_,"We are saddened today to mourn the loss of our good friend Bob Barry,Jr. @bbjsports #RIPBBJ http://t.co/eAdNeS99C5",1,0
moneyform,Weather delay. Again. Thanks Obama! @chadgetsbored @Zerosus_HD http://t.co/nba2pSwncT,0,1
moneyform,Obama still pretending like he cares enough for Mitt Romney @ShowTimeRick @CatTrapani http://t.co/2s1kpfr6y5,0,1
chesplayschess,"John Kasich wades into Confederate flag debate: Ohio Gov. John Kasich, who has visited South Carolin... http://t.co/0yCTwRzV0h #politics",1,0
lelandgraves_,#CarlyFiorina ï¿?#Obama post-Charleston gun control demands â€˜Inappropriateâ€?and â€˜Ironicâ€?  http://t.co/FfQIJ7ZKzp http://t.co/ZDzgbyfDfN,1,0
lelandgraves_,CNN: First on CNN: Hillary Clinton calls Lindsey Graham in wake of Charleston shooting http://t.co/hsD8axTukb  BOTH are none factors,1,0
lelandgraves_,"Alleghney County, town of ""Friendship"" is the current search location for the 2 fugitives. 1-800-GIVETIP SW, NY.  @JudgeJeanine #Justice",1,0
lelandgraves_,Errol Spence looked great. Just don't forget this was a last minute low caliber opponent he was fighting. #facts,1,0
moneyform,Obama Announces New Rule Limiting Water Pollution @Zerosus_HD @chadgetsbored http://t.co/8THKqbSJg0,0,1
marissaimstrong,"Doc: Fallen but not forgotten, a father lives on  #news",1,0
marissaimstrong,â€œHicimos nuestro trabajoâ€? seÃ±ala Mascherano  #noticias,1,0
marissaimstrong,"3 farm workers killed, 5 hurt in van crash in California  #business #news",1,0
marissaimstrong,#local #news Power fully restored in Wittmann after cell tower fell,1,0
marissaimstrong,Photo wall putting a face to fallen U.S. troops in Vietnam  #local,1,0
marissaimstrong,"U.S. Open 2015: Jason Day shakes off vertigo, enters four-way tie for lead on Day 3  #news",1,0
moneyform,I just wanna smoke my presidential juicy j Obama @brittyhemmy_ @Bloomberg2016 @Conrad_east http://t.co/0VHoGEb9ME,0,1
moneyform,The main reason why the Republican want to replace Omaha Care is be because its called Obama Care @Bloomberg2016 http://t.co/L5d8fqkaHU,0,1
moneyform,Yes obama we can do something. Arm more Americans so if another shooting is to happen we can stop it @Conrad_east http://t.co/Zd0beJG29A,0,1
mandy9stevens,"U.S. Open 2015: Jason Day shakes off vertigo, enters four-way tie for lead on Day 3  #news",1,0
mandy9stevens,"3 farm workers killed, 5 hurt in van crash in California  #business #news",1,0
mandy9stevens,Longoria homers to lead Rays past Indians 4-1  #baseball,1,0
mandy9stevens,"#sports Giants outslug Dodgers, win 6-2",1,0
mandy9stevens,Study says repealing 'Obamacare' would add to budget deficit  #money,1,0
moneyform,"The mutual interests of Mitt Romney, Barack Obama and wives? @fampeeps @brittyhemmy_ http://t.co/Zd0beJG29A",0,1
moneyform,I think it is ridiculous that Obama has a Twitter. Keep it professional and worry about bigger problems rather than tweeting to the people.,0,1
dorothiebell,"#sports Giants outslug Dodgers, win 6-2",1,0
dorothiebell,"Scherzer loses perfect game in 9th, throws no-hitter vs Bucs  #sports",1,0
dorothiebell,Longoria homers to lead Rays past Indians 4-1  #baseball,1,0
dorothiebell,#news Morales homers on birthday in Royalsâ€?7-4 win over Red Sox,1,0
moneyform,Barack Obama on Twitter is the best thing @RobleJulia @xkassandraxx http://t.co/59po5PK3fN,0,1
heyits_toby,"""@Soldierjohn: THERE IS NOT ONE WORD OF TRUTH FROM OBAMA AND HILLARY ON THIS BETRAYAL! DISGRACEFUL LEADERSHIP VOID! http://t.co/jqe0hySWU3""",1,0
heyits_toby,"Today is American Bald Eagle day, a day set aside to honor and cherish our national bird. -STAFF http://t.co/gv5kMWoHrR",1,0
heyits_toby,"'@MediaJuggernaut @UTHornsRawk Thought she was broke, such a Pathalogic fake.'",1,0
heyits_toby,I'll never understand the people who go on and on about how evil America is but still enjoy all the luxuries that come with living here.,1,0
heyits_toby,#PowerTV got me needing two Saturdays in a week!,1,0
moneyform,7 am shift :  thanks Obama :  @halfbloodtessa @oilyoils_ebooks http://t.co/WjUQrkUDBH,0,1
moneyform,Congratulations Obama! 4 more years x @oilyoils_ebooks @halfbloodtessa http://t.co/eCsqGNFZVP,0,1
dutisite,Jeffersonians celebrate opening of their Performing Arts Center  #news,1,1
dutisite,Teen charged with 16-year-old boyâ€™s murder in Humboldt Park: A teenager has been charged with fatally shooting a 16-ye...  #Chicago #news,1,1
dutisite,Tigers at Yankees:  Â Â Â Â Â Â Â  http://t.co/4Ov0j2uYVA #breaking,1,1
dutisite,Report: Wait lists for vets even longer today than last year  #politics,1,1
dutisite,Recorder goes to Disney World  #news,1,1
dutisite,#tech Millions across India take part in Yoga day celebrations,1,1
dutisite,"3 farm workers killed, 5 hurt in van crash in California  #business #news",1,1
dutisite,Tamir Rice's father: Father's Day is reminder of 'worst day of my life': Leonard Warner said Father's Day will be another remi...  #crime,1,1
heyits_toby,Thank you @AnnCoulter for your nice words. The U.S. is becoming a dumping ground for the world. Pols don't get it. Make America Great Again!,1,0
heyits_toby,"Beanie with Screen Printed ""Live Free or Die"". Mad... http://t.co/U1VlxEfM86 // #liberty  #Hats #Caps http://t.co/bOjdrXpFst",1,0
heyits_toby,'@profanepixel @TammaraMaiden1 @RealAzzmador @Angry_White_Goy @Hell_on_wheelz @hugs4hitler @Lantern68 http://t.co/w2qiCb2dK8',1,0
heyits_toby,'@PoliticalLaughs @BlessedElephant Democrats make our movies.',1,0
heyits_toby,"Anyway, I'm hung over.  I'm gonna go have a cigarette.  Lets let the idiots keep debating how a flag stops mass shootings.",1,0
heyits_toby,"'@AlvedaCKing You are so right.  Sadly, there are people in this country more interested in race baiting and rioting than prayer & leadership'",1,0
heyits_toby,'@BillBill7542 @JewhadiTM Two lionesses &'a lioness of Judah. Shabbat still celebrated @ 8:20 mdt.',1,0
heyits_toby,'@DylanBruce @TheBruun That looked super down right creepy. Like trout fishing at the brook. Gone all wrong. #OrphanBlackFinale',1,0
heyits_toby,We Conservatives need our own planet away from all the nuts. Good night! GB America.. http://t.co/RpIKFn7bOF,1,0
moneyform,"If you thought Obama not wearing a flag pin was highly meaningful, but that flying the confederate flag is not Maybe rethink it.",0,1
heyits_toby,Your #USOpen co-leaders: Dustin Johnson Jason Day Branden Grace  Jordan Spieth http://t.co/PgkhZmYQVK,1,0
heyits_toby,".@DevineDzakpasu Yes, policies she is our saying the country needs to be taken back from http://t.co/d220ZltfHb",1,0
heyits_toby,That is I. A young conservative & a rare breed in the USA. Join me in the U. S. FREEDOM ARMY: http://t.co/cxzfajHXhV. http://t.co/Frej04TqLa,1,0
heyits_toby,Another tweet behind a block. You're getting on my nerves. I didn't block you but you did me and this?Get outta here https://t.co/4RcxIt18iS,1,0
heyits_toby,"Fox News: ""If church members were armed, this would not have happened.""  Right... Cuz I'm definitely expecting a shootout in bible study.",1,0
heyits_toby,Obama on Charleston: Sympathy is 'not good enough' http://t.co/RTWzb527lV,1,0
heyits_toby,(IBD) So Why Can't Barack Hussein Obama Admit ISIS Beheaded Christians? http://t.co/UO6dgOOos6 - #IBDeditorials - http://t.co/wVevTQM5x2,1,0
heyits_toby,Every. Damn. Day. #AskOB #OrphanBlackFinale  https://t.co/OmNdjEYSXn,1,0
heyits_toby,Ghost thinking with the WRONG FUCKIN HEAD!  #PowerTV,1,0
heyits_toby,"Waste it?Like I'm supposed to be honored. Haha.Honestly,I've no idea who you are. If you're famous, it's news to me  https://t.co/a060Ip1U68",1,0
moneyform,Hey guys what state is Obama from @Sherifican http://t.co/JRziTjGJZn,0,1
moneyform,If i go back home to DC and there are still pot holes on Georgia ave i get to jab obama in the stomach 1 time @KingGage_,0,1
heyits_toby,"Brian Williams sent to MSNBC to ""bring some credibility""?  You mean Al Sharpton didn't bring enough?  https://t.co/dWtdUYQ9cj",1,0
heyits_toby,Blake Shelton Rescues Man Stranded in Okla. Flood http://t.co/QsFX1OMJsx via @foxnewsinsider #pjnet #tcot #OiP http://t.co/xDEnnj8ULh,1,0
moneyform,Tomorrow im gonna wake up and be in lima when 2 days ago i woke up and looked out at the beach thanks obama @_peytlauck09,0,1
moneyform,Thinkin like obama something gotta change @DbDevin74 @mollandra @_peytlauck09 @bigredmatt1011 @Sherifican @ardraman http://t.co/nba2pSwncT,0,1
moneyform,FEMINISTS ARE HIJACKING A HASHTAG ABOUT NASH GRIER THIS IS EVERYTHING IVE EVER WANTED THANK U MR. OBAMA @mollandra http://t.co/9aax6uD6C5,0,1
moneyform,Will Obama speak about the mass shooting in Detroit or Philly tonight? I doubt it @Jsutt20 @DbDevin74 @mywoodthorpe http://t.co/Zd0beJG29A,0,1
moneyform,I dedicated an article to the Hon. President of America Mr. Barak Obama on January 23 - 2013; in that I mentioned the aspects of brave acts,0,1
moneyform,"Something is wrong here. Why the spike in large scale violence and rioting under the Obama regime?The country is sick, the left is the virus",0,1
_nickluna_,Old dog says: http://t.co/Aa9h1Mr2SJ,1,0
_nickluna_,Don't do drugs kids https://t.co/nQYsruUbLP,1,0
_nickluna_,I'll never understand the people who go on and on about how evil America is but still enjoy all the luxuries that come with living here.,1,0
_nickluna_,The size population and access to illegal guns has no effect on these stats I'm sure. https://t.co/zMyHEhkeWL,1,0
_nickluna_,Houston district opens â€˜Arabic Immersion Schoolâ€?to create â€˜global citizensâ€?http://t.co/AJWIvpJ0KK,1,0
_nickluna_,"SC Killer had ""no trouble getting his hands on a gun"" @BarackObama  Yeah. Criminals will do that. Kinda their thing. http://t.co/CAecepEAHa",1,0
_nickluna_,"Fox News: ""If church members were armed, this would not have happened.""  Right... Cuz I'm definitely expecting a shootout in bible study.",1,0
_nickluna_,"'@AlvedaCKing You are so right.  Sadly, there are people in this country more interested in race baiting and rioting than prayer & leadership'",1,0
_nickluna_,Can't we just have a flag depicting the surrender at Appomattox?  https://t.co/T0rY9OVDX1,1,0
_nickluna_,"#TeamPAPii -Max Scherzer Gets a No-Hitter, in Disappointing Fashion http://t.co/njRb7KPjfw Unete â†?@TeamPAPii)",1,0
_nickluna_,Everyone is a conservative until the primaries are over. Enlist: U.S. FREEDOM ARMY View site: http://t.co/v7OzPG6pMz http://t.co/E977rvmycp,1,0
_nickluna_,He just ran like 5 miles come back still crisp and clean.  #Ghost   #Power #PowerTV,1,0
_nickluna_,AME Church is against gay marriage so @Salon would be calling them hateful bigots on any other day! #Hypocrites http://t.co/urJqK3rsat,1,0
_nickluna_,Almost too much action for one person to handle #PowerTV tonight...taking my breath away!!! OMG!!! @Power_Starz  The #writers are on fire!!!,1,0
_nickluna_,"'@Bidenshairplugs @LadySandersfarm They do! Such buttinskies! They aren't bored, they want America to join the misery.'",1,0
_nickluna_,"Liberals, They Care about the Environment â‡?http://t.co/VGOlh4RCaI",1,0
_nickluna_,death is their sales pitch.. how evil  https://t.co/b4Y94tyxTQ,1,0
_nickluna_,".@ICU1133 Take my name out of your mouth if you're going to block me. @DashRiprockEsq , can you RT this so the pussy sees it?",1,0
_nickluna_,"Happening now: #Take down the flag rally-in Columbia,South Carolina ~@BuzzfeedNews http://t.co/yNkcJrk2Ty",1,0
_nickluna_,"'@ProLibertyGeek @Ordbiker @ouchinagirl @steph93065 @MadWorldNews yeah Hitler ruined the swastika, an ancient symbol for perfection.'",1,0
_nickluna_,"Tell me why I should throw my community aside and just claim ""American"" when America won't even take terrorist actions against us seriously?",1,0
_nickluna_,"RT @narendramodi: I will join the #YogaDay programme at Rajpath, New #Delhi in a short while. Watch LIVE. #PowerTV http://t.co/vyQ08Ks7PZ",1,0
_nickluna_,CNN: First on CNN: Hillary Clinton calls Lindsey Graham in wake of Charleston shooting http://t.co/hsD8axTukb  BOTH are none factors,1,0
_nickluna_,AMERICA: Where 3rd highest ranking Republican speaks before KKK and South Carolina still flies the Confederate flag. http://t.co/LRbb0cRWLk,1,0
_nickluna_,TOS says you're not supposed to tweet behind a block. Now leave me alone.  https://t.co/x1aDRa4nGg,1,0
_nickluna_,Charleston shooter Dylann Roofâ€™s â€˜manifestoâ€?revealed on â€˜Last Rhodesianâ€?website \| Daily Mail Online http://t.co/L4IS5zoyBF,1,0
_nickluna_,R.I.P. Bob Barry Jr.!! #saddayforoklahoma,1,0
_nickluna_,"'@Ordbiker @mericanrefugee @ouchinagirl @steph93065 @MadWorldNews so is a swastika, but even that doesn't mean hateful roots.'",1,0
_nickluna_,'@TheBruun any chances of you sending us a selfie? @ssfrankenstein #AskOB #OrphanBlackFinale',1,0
politweecs,Attack Gave Chinese Hackers Privileged Access to U.S. Systems. Gotcha! http://t.co/Vf3rrkRV11,0,0
_billy_moyer_,'@bonedoc66 @UTHornsRawk Didnt care much Used it to start the gun control crap again. Then jumped on the plane to Hollywood',1,0
_billy_moyer_,Houston district opens â€˜Arabic Immersion Schoolâ€?to create â€˜global citizensâ€?http://t.co/AJWIvpJ0KK,1,0
_billy_moyer_,'@AppSame take care American people  Obama is isolating America  And the terrorists will take over in America by Obama's hands #WakeUpAmerica',1,0
_billy_moyer_,The size population and access to illegal guns has no effect on these stats I'm sure. https://t.co/zMyHEhkeWL,1,0
_billy_moyer_,That is I. A young conservative & a rare breed in the USA. Join me in the U. S. FREEDOM ARMY: http://t.co/cxzfajHXhV. http://t.co/Frej04TqLa,1,0
_billy_moyer_,#PJNET recieves letter of thanks from US Congressman Tim Griffin for supporting his #NoObamaPhone bill #HR176 http://t.co/GpdlGXtL3R,1,0
_billy_moyer_,Here's a closer look at @ErrolSpenceJr's knock-down of @Phil_Lo_Greco in round 3. #PBConNBC http://t.co/MQ8PlyBbZA,1,0
_billy_moyer_,AME Church is against gay marriage so @Salon would be calling them hateful bigots on any other day! #Hypocrites http://t.co/urJqK3rsat,1,0
_billy_moyer_,Thank you @AnnCoulter for your nice words. The U.S. is becoming a dumping ground for the world. Pols don't get it. Make America Great Again!,1,0
_billy_moyer_,Should have been asking for donations to cover the medical expenses for California illegal aliens now covered  https://t.co/C1atqu9s4K,1,0
_billy_moyer_,"Everything that inspired Dylann Roof -- slavery, white supremacy, the KKK, Jim Crow -- are all products spawned by the Democrat Party",1,0
_billy_moyer_,'@profanepixel @hauntednixon @TammaraMaiden1 @RealAzzmador ONLY if you are White are you subject to COLLECTIVE GUILT! Other races not so much',1,0
_billy_moyer_,'@RedSox_Stuff true. I think they gotta trade a prospect or two for at least one starting pitcher. Porcello Needs time off.',1,0
_billy_moyer_,#tcot http://t.co/fWZSfvybyi,1,0
_billy_moyer_,One of my boss's sister works at a  lawfirm in area. Said it's a slam dunk. Duggars will get richer off this.  https://t.co/ZEBYJaSQan,1,0
_billy_moyer_,"UK: Muslim used threats, rape, control and violence to force women to become sex slaves: A couple of weeks ago... http://t.co/DI5b9SpYYz",1,0
_billy_moyer_,(IBD) So Why Can't Barack Hussein Obama Admit ISIS Beheaded Christians? http://t.co/UO6dgOOos6 - #IBDeditorials - http://t.co/wVevTQM5x2,1,0
_billy_moyer_,Black trauma is never given space to heal because we have to make sure the white people who hurt us don't feel too bad about it.,1,0
_billy_moyer_,So I guess they have to be black Christians killed by a white guy for Obama to care.  #tcot #ccot,1,0
_billy_moyer_,HOOOOOOOOOS TAKE THE LEAD!  A 2-run double by Kenny Towns gives UVa a 4-3 advantage in the 5th! #CWS http://t.co/dZTAOnu54W,1,0
_billy_moyer_,"'@Bidenshairplugs @LadySandersfarm They do! Such buttinskies! They aren't bored, they want America to join the misery.'",1,0
_billy_moyer_,'@Angus_spence @TSBible @LeopoldSpence https://t.co/lLoXjjVGbQ',1,0
_billy_moyer_,"We are so devastated by the loss of our good friend, Bob Barry Jr. Our thought and prayers are with his family. He was a wonderful man",1,0
_billy_moyer_,"'@ProLibertyGeek @Ordbiker @ouchinagirl @steph93065 @MadWorldNews yeah Hitler ruined the swastika, an ancient symbol for perfection.'",1,0
_billy_moyer_,Grew up hearin Bob Barry Jr's voice while he did high school fball highlights on @kfor. Great memories. Great sportscaster. RIP Bob Barry Jr,1,0
_billy_moyer_,"Strange,  but people without guns  rarely shoot  anyone.  #GunInsanity  #GunSense  #GunControl  #CharlestonShooting http://t.co/F4TBs3FMb5",1,0
_billy_moyer_,"With time on her hands, #RachelDolezal takes up dog breeding.... http://t.co/bAa612AqDn",1,0
_billy_moyer_,"Life is a great big canvas, and you should throw all the paint on it you can. -Danny Kaye",1,0
_billy_moyer_,"Alleghney County, town of ""Friendship"" is the current search location for the 2 fugitives. 1-800-GIVETIP SW, NY.  @JudgeJeanine #Justice",1,0
_billy_moyer_,How climate-change doubters lost a papal fight http://t.co/tpaS80RLaA Of course Catholic church is HEAVILY invested in the global SCAM.,1,0
_billy_moyer_,'@LibertyBell1000 #ObamaWasSmugglingWeapons http://t.co/sJQKsFJ9Ze   #ProofHillaryLiedUnderOath http://t.co/zUO7gLY4Wy http://t.co/XrJJR5BvEL',1,0
_billy_moyer_,RT @PhxKen: WE THE PEOPLE ARE COMING! DON'T TREAD ON ME! http://t.co/XBMPC1mw6c,1,0
_billy_moyer_,MT @Bipartisan206: Confederate flags burn in #Seattle & across America as citizens revolt against #CharlestonShooting http://t.co/PTWVP6787q,1,0
_billy_moyer_,".@ICU1133 Take my name out of your mouth if you're going to block me. @DashRiprockEsq , can you RT this so the pussy sees it?",1,0
hollydler,Don't do drugs kids https://t.co/nQYsruUbLP,1,0
hollydler,The national media is already talking about swing voters and playing speeches by Hillary and Barack   S.C. is 3rd state that votes in 2016,1,0
hollydler,"Indescribable loss for journalism, Oklahoma: BBJ - @kfor sports director, @UofOklahoma alum, friend to many. #RIPBBJ https://t.co/KSjjBA4vTV",1,0
hollydler,(IBD) Jeb Bush Must Explain His Support For Commie Core - #IBDeditorials - http://t.co/KOo58BBqTF Â… - http://t.co/5aUMEmiQAi,1,0
hollydler,I'll never understand the people who go on and on about how evil America is but still enjoy all the luxuries that come with living here.,1,0
hollydler,Houston district opens â€˜Arabic Immersion Schoolâ€?to create â€˜global citizensâ€?http://t.co/AJWIvpJ0KK,1,0
hollydler,"It's sad to witness @AlvedaCKing calling for peace & prayer right now, and now she is being attacked for not wanting violence.",1,0
hollydler,Liberals Married the Arab Spring and Spawned ISIS #PJNET #tcot #WakeUpAmerica http://t.co/f1pnLbJAYs http://t.co/klVmcpcH9q,1,0
hollydler,A righteous man who walks in his integrity - how blessed are his sons after him. -Proverbs 20:7 #honesty,1,0
hollydler,"""@Soldierjohn: THERE IS NOT ONE WORD OF TRUTH FROM OBAMA AND HILLARY ON THIS BETRAYAL! DISGRACEFUL LEADERSHIP VOID! http://t.co/jqe0hySWU3""",1,0
hollydler,#PowerTV got me needing two Saturdays in a week!,1,0
hollydler,'@bonedoc66 @UTHornsRawk Didnt care much Used it to start the gun control crap again. Then jumped on the plane to Hollywood',1,0
hollydler,Dylann Storm Roof burned American flags so Democrats burn Democrat Confederate flags... #CharlestonShooting http://t.co/hrTJMgRjbt,1,0
hollydler,"Stand united #America make our voices heard #Obama needs to be stopped VOTE,consider Enlisting: http://t.co/6hbEjw33Ec",1,0
hollydler,'@profanepixel @hauntednixon @TammaraMaiden1 @RealAzzmador ONLY if you are White are you subject to COLLECTIVE GUILT! Other races not so much',1,0
hollydler,Everyone is a conservative until the primaries are over. Enlist: U.S. FREEDOM ARMY View site: http://t.co/v7OzPG6pMz http://t.co/E977rvmycp,1,0
hollydler,Black trauma is never given space to heal because we have to make sure the white people who hurt us don't feel too bad about it.,1,0
hollydler,"Here's a deal, we will take down the #ConfederateFlag, but if the black crime and poverty rates don't improve because of it, it goes back up",1,0
hollydler,The Gall of Hillary is Unbeleivable She Actully Blamed Trump for the SC Tragedy.,1,0
hollydler,"#TeamPAPii -Max Scherzer Gets a No-Hitter, in Disappointing Fashion http://t.co/njRb7KPjfw Unete â†?@TeamPAPii)",1,0
hollydler,"For Leftists, It's Open Season on Christians - http://t.co/OKL5uHQkSP @FreeLion7 @leeone_roz @MrsP11307 @LardomD @qnoftherealm @LLMajer",1,0
hollydler,TOS says you're not supposed to tweet behind a block. Now leave me alone.  https://t.co/x1aDRa4nGg,1,0
hollydler,"UK: Muslim used threats, rape, control and violence to force women to become sex slaves: A couple of weeks ago... http://t.co/DI5b9SpYYz",1,0
hollydler,'@Angus_spence @TSBible @LeopoldSpence https://t.co/lLoXjjVGbQ',1,0
hollydler,"Liberals, They Care about the Environment â‡?http://t.co/VGOlh4RCaI",1,0
hollydler,Duggars will get the big pay day thanks to Miss Bitter Hag. Bye now. You need to go eat some tacos or something.  https://t.co/gJ43uWAOkJ,1,0
hollydler,'@redsteeze @DevineDzakpasu Could Hillary be a racist? That's what she'd say about a Republican if they said that.',1,0
hollydler,"'@ProLibertyGeek @Ordbiker @ouchinagirl @steph93065 @MadWorldNews yeah Hitler ruined the swastika, an ancient symbol for perfection.'",1,0
hollydler,House Of Public Discourse: Hate Crime In Charleston Nothing New For South Car... http://t.co/aWFzd4egom,1,0
hollydler,"We are saddened today to mourn the loss of our good friend Bob Barry,Jr. @bbjsports #RIPBBJ http://t.co/eAdNeS99C5",1,0
hollydler,#EmotionalMovieTitles  Furious George,1,0
hollydler,Look at Will Ferrell conquering his fears...I'm proud of him. #ADeadlyAdoption,1,0
hollydler,#edshow The flag designers own definition of the symbol of the confederacy. Southern pride?v http://t.co/wP75Nm2y23,1,0
hollydler,'@Teddyshouse2II @smileyt22 @Seekerotruth @AlciniaH @MzDivah67 @KingIvan So much hate inside for them I couldn't heal from the passing of my',1,0
hollydler,Obama on Charleston: Sympathy is 'not good enough' http://t.co/RTWzb527lV,1,0
hollydler,"Happening now: #Take down the flag rally-in Columbia,South Carolina ~@BuzzfeedNews http://t.co/yNkcJrk2Ty",1,0
hollydler,'@Stinkybarbie @AcePraline @PariahPotimouth To ignore @deray & his propaganda is what he wants.Folks need to be aware of his hatred & retweet',1,0
hollydler,'@Teddyshouse2II @smileyt22 @Seekerotruth @AlciniaH @MzDivah67 @KingIvan were dying for cancer been so good too some family's members I had',1,0
moneyform,Wake me when obama runs for a third term @jammin_juliette @mark_dengate @CovertAnonymous @Jsutt20 @RenegadeRX11 http://t.co/jau3xub6ta,0,1
moneyform,Until i find a tumblr header imma have obama running w his dog @tatumsmd @Wombatfinance @dfergg__ @Isabellephant http://t.co/Pp9yH6NC5Y,0,1
moneyform,Obama finally speaks out @Fresh_Lezinto @tatumsmd @MDEprosonline @DeVontaaaa @_tonyblades @eyeopenngfacts @lazegraze http://t.co/xVrDnP2HRx,0,1
moneyform,Watch: The Awkward Moment Between President Obama and Iraqi Prime Minister @oCrsairRobotisc @WillisShepherd @tbs40 http://t.co/DSQx4Ko5Vu,0,1
moneyform,Obama has divided this country into black 's white rich 's poor religious 's non religious. Got to admit he is the Great Divider.,0,1
moneyform,"Facebook made billions by saying ?Hey, remember that kid you haven?t seen since the third grade? He?s a parent who hates Obama now.?",0,1
moneyform,The sun rose. Obama is still an awful president. Donny Schatz won. The sun set. All is right in the world. @brayden_mcmahan,0,1
moneyform,"""did u know that Obama cant run for his 4th term"" - cassie @katieebensonn @quiettoe @brayden_mcmahan @orrinknox http://t.co/2s1kpfr6y5",0,1
clydedaws0n,Deray ray having  fun in SC  #GoHomeDeray http://t.co/7EHR2RQwyP,1,0
clydedaws0n,Republicans: What racism? We dont see any racism. Do you see any racism? See. No racism #TakeDownTheFlag http://t.co/Vi0Jbf7KK3,1,0
clydedaws0n,I guess @deray and Dyllan Roof share the common goal of a race war #GoHomeDeray #Charleston,1,0
