-0.074113,0.111581,-0.183621,0.378203,0.284010,0.064343,0.227928,0.193636,0.218452,0.098835,-0.344799,0.168648,0.350562,-0.089286,0.324891,-0.177324,-0.113378,-0.008922,0.468483,0.552097,-0.568703,0.567039,0.082351,-0.281149,-0.059608,-0.274486,-0.048280,0.242424,0.260699,0.213563,-0.582489,0.343665,0.348069,-0.256422,0.050226,-0.221208,-0.029138,0.483270,-0.237111,-0.468357,0.177462,0.043439,0.224153,0.403889,-0.223813,-0.248298,-0.225749,-0.121132,0.036449,0.293346,-0.290765,-0.165621,-0.328487,0.701957,0.373205,-0.147072,-0.465879,-0.149320,0.021824,-0.048280
-0.438683,0.263301,-0.151195,0.472193,0.224970,0.122435,0.289108,0.277624,0.423520,0.227026,-0.738610,0.091977,0.613228,-0.085199,0.488492,-0.122718,-0.054193,0.198208,0.795215,0.790214,-0.991439,0.666772,0.154644,-0.547108,-0.091911,-0.362897,-0.006952,0.204490,0.532251,0.353708,-0.847488,0.181575,0.817276,-0.369988,0.115518,-0.168141,0.081579,0.705552,-0.277602,-0.488141,0.531134,0.441107,0.346830,0.509401,-0.331781,-0.382219,-0.460205,-0.134512,0.093793,0.193539,-0.610038,-0.156561,-0.345456,1.410267,0.751148,-0.243528,-0.531541,-0.368812,0.023605,0.097500
-0.352744,0.163819,-0.353832,0.711771,0.422429,-0.003749,0.527713,0.007610,0.561891,0.173242,-0.740302,0.448972,0.767542,-0.066409,0.592182,-0.212201,-0.457017,0.058225,1.049164,1.086202,-1.430313,1.242049,0.182517,-0.613359,-0.044051,-0.409098,-0.206248,0.397347,0.878427,0.480842,-1.208748,0.592411,1.056512,-0.578588,-0.081977,-0.327151,0.087879,0.948194,-0.331671,-0.863842,0.565088,0.499196,0.602504,0.876591,-0.322530,-0.387204,-0.630820,-0.078690,-0.126128,0.411291,-0.888003,-0.557252,-0.551619,1.769403,1.054443,-0.342892,-0.967027,-0.375432,0.016883,-0.088317
-0.859296,0.197228,0.213327,1.047983,0.011270,0.525178,0.653346,1.309078,0.783856,0.961198,-1.297506,0.176058,0.759368,-0.471958,1.347057,-0.369789,0.463517,0.089770,1.471813,1.544902,-1.625238,1.242290,0.434302,-1.366560,-0.388487,-0.540511,0.453965,0.014356,0.672188,0.290730,-1.562961,0.043069,0.539933,-0.484622,0.031578,-0.384649,0.247422,0.788277,-0.914591,-0.672440,0.607287,0.998205,0.717890,0.582457,-1.262344,-1.172777,-0.600406,0.235517,0.650500,0.458395,-0.583359,0.213765,-0.823247,2.480578,1.118404,0.031274,-0.758706,-0.161135,-0.110468,0.247666
-0.108248,0.155384,-0.208332,0.394850,0.353401,0.133260,0.161425,0.142325,0.279359,0.146468,-0.391728,0.144350,0.432212,-0.082868,0.391986,-0.162956,-0.094033,-0.041994,0.512792,0.570787,-0.675834,0.517473,0.077870,-0.237715,-0.022082,-0.379598,-0.010453,0.231662,0.318469,0.246915,-0.626948,0.301271,0.399075,-0.247568,0.095025,-0.221536,-0.034460,0.505953,-0.243900,-0.475490,0.200348,0.129199,0.174157,0.363634,-0.209480,-0.194930,-0.198679,-0.143589,0.093252,0.283608,-0.399382,-0.196483,-0.386348,0.755994,0.468456,-0.163921,-0.533452,-0.198447,0.001508,0.033539
-0.301798,0.368139,-0.229208,0.356646,0.318378,0.078642,0.349809,0.195285,0.354417,0.310783,-0.642508,0.085975,0.781324,-0.204684,0.513835,-0.263427,-0.149832,0.098458,0.735116,0.685971,-1.099557,0.595745,0.057861,-0.400159,-0.117840,-0.496691,-0.104015,0.240738,0.702172,0.527121,-0.995296,0.331650,0.906309,-0.279254,0.252919,-0.135320,-0.070333,0.747874,-0.285177,-0.563524,0.631482,0.487293,0.147710,0.533042,-0.221731,-0.234747,-0.373225,-0.086170,0.189271,0.337248,-0.734730,-0.320707,-0.446035,1.341198,0.761524,-0.315228,-0.798622,-0.389879,-0.141722,0.142838
-1.700235,0.431421,-0.858692,0.595064,0.486865,0.020043,0.530433,-0.290510,0.289400,0.138283,-2.428759,-0.153746,1.654565,0.205687,-0.021047,0.277207,-0.589620,1.257793,2.001364,1.242962,-1.881309,1.818830,0.656483,-1.945814,0.322804,-0.102905,-0.026547,0.931992,0.249037,0.378837,-1.785383,0.256028,3.398590,-0.419319,0.027325,-0.041270,0.977703,1.934050,-0.081409,-0.649645,0.994448,0.749498,0.627249,1.068844,-0.532932,-0.164720,-1.343587,-0.905532,-0.733188,0.075372,-1.709426,-0.421295,-0.279759,3.064699,1.696340,-0.314129,-0.470272,-1.005886,0.763143,0.188770
-0.019801,-0.090548,-0.460551,0.935213,0.808284,0.059768,0.530013,-0.134369,0.849157,0.266176,-0.645668,0.679007,0.783573,-0.084251,0.827709,-0.191583,-0.571599,-0.060849,1.033022,1.374531,-1.598747,1.263940,0.028687,-0.724566,-0.075208,-0.880130,-0.371266,0.419809,0.884532,0.587027,-1.506187,0.725556,0.833783,-0.740130,0.123908,-0.223384,-0.161955,0.845038,-0.386901,-1.003921,0.113288,0.421938,0.678240,0.980455,-0.432048,-0.030668,-0.310904,-0.321646,-0.134728,0.475706,-1.027294,-0.431250,-0.838361,1.734171,1.179434,-0.198296,-1.347130,-0.265550,-0.017855,-0.180097
-0.071321,0.145783,-0.254630,0.496192,0.341890,0.125737,0.251109,0.243952,0.285173,0.153911,-0.432990,0.211993,0.468316,-0.142628,0.476814,-0.241735,-0.120123,-0.076689,0.586090,0.650505,-0.724802,0.649749,0.113574,-0.329243,-0.072554,-0.404639,-0.014788,0.268467,0.314217,0.254707,-0.756346,0.416904,0.379831,-0.278918,0.091363,-0.252187,-0.037770,0.572114,-0.282587,-0.621074,0.203017,0.083509,0.213762,0.423738,-0.266938,-0.291403,-0.219557,-0.144305,0.113266,0.393515,-0.378950,-0.212480,-0.495325,0.823831,0.483676,-0.154859,-0.633320,-0.158947,0.000395,-0.004124
-0.159938,0.079280,-0.195659,0.378972,0.321142,0.097020,0.160312,0.107063,0.323666,0.102057,-0.362967,0.148517,0.339296,-0.034233,0.393987,-0.146715,-0.107384,-0.037152,0.512742,0.592190,-0.677878,0.532808,0.088444,-0.261436,-0.010174,-0.332698,-0.016595,0.256008,0.365093,0.193583,-0.610002,0.305686,0.396037,-0.300686,-0.043628,-0.244512,-0.001974,0.457787,-0.226497,-0.420206,0.200305,0.185849,0.215723,0.382978,-0.213866,-0.164222,-0.269079,-0.094765,0.042389,0.233235,-0.418890,-0.210246,-0.313020,0.821989,0.491850,-0.162679,-0.525215,-0.156993,0.002071,0.011087
