-0.213802,0.438329,-0.218273,0.065359,0.280537,0.418291,-0.099683,-0.259579,0.123058,0.135620,0.000606,-0.202743,-0.099837,0.320050,-0.140360,0.008563,0.228708,-0.050623,0.105745,-0.245358,0.070662,0.141692,-0.047760,0.175410,0.159635,-0.192400,-0.153301,-0.053455,-0.260260,-0.188294,0.237739,-0.119016
-0.260549,0.519094,-0.191943,0.123204,0.317578,0.476033,-0.185813,-0.375955,0.105583,0.106604,0.024394,-0.223996,-0.158554,0.253002,-0.169934,0.026288,0.218919,-0.097109,0.209470,-0.274860,0.086116,0.271580,-0.096668,0.243079,0.162564,-0.176809,-0.093204,-0.045889,-0.345944,-0.251777,0.250835,-0.205193
-0.325543,0.542324,-0.274284,0.125935,0.286907,0.485985,-0.085488,-0.397331,0.132203,0.133333,-0.047181,-0.244562,-0.187723,0.240017,-0.162138,0.070661,0.185994,-0.045641,0.139153,-0.366304,0.035527,0.246159,-0.199074,0.169363,0.258902,-0.215725,-0.113482,-0.092453,-0.195075,-0.219131,0.217488,-0.122331
-0.213160,0.490402,-0.144504,0.112966,0.279554,0.435936,-0.168163,-0.311023,0.105505,0.106392,0.033124,-0.231911,-0.121493,0.295494,-0.160376,0.003527,0.250089,-0.024501,0.152647,-0.250065,0.092366,0.220990,-0.053183,0.184050,0.182057,-0.199524,-0.160045,-0.040088,-0.304103,-0.205879,0.222777,-0.182185
-0.268353,0.498683,-0.112661,0.079254,0.371597,0.445901,-0.131698,-0.338451,0.066551,0.079533,0.029202,-0.258985,-0.131105,0.227176,-0.150366,0.005138,0.292763,0.007525,0.196917,-0.205130,0.037807,0.255851,-0.082777,0.181668,0.193570,-0.257352,-0.174859,-0.058204,-0.257240,-0.148375,0.194326,-0.190351
-0.285678,0.488420,-0.281997,0.103015,0.324492,0.456129,-0.027636,-0.251381,0.038627,0.158223,0.025435,-0.093789,-0.166843,0.341356,-0.124016,0.057455,0.140227,-0.090531,0.187033,-0.297940,0.075114,0.209683,-0.094931,0.156420,0.157871,-0.159787,-0.136604,-0.017935,-0.266243,-0.234362,0.173670,-0.087534
-0.179280,0.395318,-0.152933,0.094223,0.387806,0.563551,0.002216,-0.278535,0.145834,0.156730,-0.017673,-0.315323,-0.173567,0.386037,-0.103128,0.099256,0.347263,0.040667,0.110558,-0.279118,0.033315,0.093197,0.002410,0.083389,0.213321,-0.224312,-0.155181,0.013265,-0.255497,-0.315057,0.320839,-0.260625
-0.282517,0.516844,-0.280899,0.072637,0.260994,0.434200,-0.089860,-0.252550,0.118968,0.155867,0.025804,-0.176920,-0.103381,0.343459,-0.143613,0.032576,0.210775,-0.045288,0.019572,-0.265201,0.055231,0.136767,-0.058038,0.140967,0.215978,-0.237523,-0.162817,-0.085591,-0.237137,-0.134103,0.222468,-0.020275
-0.222210,0.524266,-0.147373,0.156467,0.330446,0.442087,-0.169323,-0.389019,0.103764,0.097794,0.071612,-0.290039,-0.112713,0.290718,-0.246988,0.022919,0.224920,-0.069955,0.192208,-0.193872,0.043969,0.250905,-0.036689,0.184581,0.179536,-0.185830,-0.084678,-0.141245,-0.285838,-0.168229,0.206178,-0.236206
-0.228432,0.487751,-0.140386,0.148666,0.326733,0.476659,-0.178932,-0.314772,0.103730,0.121989,0.078053,-0.216426,-0.129560,0.325991,-0.077479,-0.009597,0.236816,-0.047103,0.126118,-0.226614,0.075635,0.246583,-0.031421,0.237341,0.160117,-0.235035,-0.159538,-0.005821,-0.330418,-0.266166,0.202699,-0.231208
-0.290913,0.535435,-0.264399,0.103823,0.264429,0.485611,-0.046486,-0.349639,0.143961,0.102213,-0.021530,-0.282122,-0.096825,0.292827,-0.213846,0.053572,0.199849,-0.037553,0.166052,-0.304239,0.017287,0.166138,-0.143658,0.100321,0.228950,-0.172345,-0.159301,-0.105101,-0.167815,-0.155624,0.230550,-0.153033
