-0.395024,0.576887,-0.435129,0.086872,0.278608,0.528956,-0.015562,-0.292561,0.104594,0.127225,-0.084904,-0.135298,-0.083229,0.414898,-0.150402,-0.010083,0.136542,-0.103570,0.150334,-0.377745,0.101932,0.261286,-0.196656,0.244430,0.217323,-0.238785,-0.258042,-0.050795,-0.305616,-0.181672,0.159910,-0.021414
-0.284251,0.569650,-0.249938,0.197709,0.355047,0.509990,0.026291,-0.415135,0.102062,0.122221,0.022392,-0.282853,-0.181004,0.252005,-0.285789,0.154015,0.187190,-0.039610,0.200831,-0.317451,-0.015574,0.215989,-0.120839,0.007751,0.311175,-0.167545,-0.049641,-0.145537,-0.075774,-0.204178,0.238843,-0.165963
-0.120359,0.626324,-0.174720,0.255952,0.376364,0.466119,-0.348074,-0.361873,0.141550,0.120325,0.225311,-0.128756,-0.066277,0.519780,-0.168907,-0.093386,0.076272,-0.190168,0.030709,-0.254140,0.106797,0.326294,0.009859,0.364416,0.173736,-0.264896,-0.089232,-0.146996,-0.368889,-0.218234,0.211327,-0.220248
-0.224650,0.405741,-0.121416,0.180449,0.349926,0.481067,0.019710,-0.312249,0.120800,0.125867,0.022343,-0.322072,-0.151783,0.304552,-0.098121,0.095044,0.274632,0.002683,0.116241,-0.269864,-0.044768,0.171414,-0.008838,0.063564,0.247329,-0.253985,-0.130427,-0.072357,-0.164513,-0.295612,0.234150,-0.235380
-0.247753,0.467186,-0.126815,0.172502,0.434131,0.549355,0.043822,-0.313859,0.083743,0.145901,0.031933,-0.356709,-0.141507,0.295843,-0.154405,0.073366,0.392721,0.021092,0.174027,-0.225312,-0.028567,0.144168,-0.016199,0.005349,0.277132,-0.266301,-0.185340,-0.093181,-0.151590,-0.227759,0.262509,-0.199115
-0.150137,0.447869,-0.044700,0.049649,0.421720,0.601136,-0.085195,-0.359893,0.154738,0.098781,0.032805,-0.418238,-0.229372,0.249589,-0.109341,0.090166,0.419346,0.037923,0.286160,-0.183041,0.058233,0.202441,0.045777,0.117926,0.153261,-0.176858,-0.114842,0.023985,-0.342575,-0.345108,0.365324,-0.311690
-0.320767,0.543142,-0.287856,0.069399,0.258233,0.473527,-0.065746,-0.360357,0.128513,0.125323,-0.050351,-0.249003,-0.133732,0.297794,-0.217968,0.052249,0.215602,-0.023242,0.147294,-0.331954,0.087237,0.212841,-0.147076,0.140496,0.251018,-0.171570,-0.136564,-0.093823,-0.212642,-0.139873,0.251208,-0.076828
-0.311689,0.608488,-0.218206,0.141766,0.296621,0.589320,0.005939,-0.334901,0.131441,0.159343,0.010037,-0.355829,-0.152080,0.327462,-0.234475,0.142992,0.319062,0.037419,0.047156,-0.313882,-0.040574,0.116461,-0.063192,-0.061468,0.303702,-0.314073,-0.201178,-0.167514,-0.171816,-0.128541,0.295841,-0.142409
-0.183760,0.543864,-0.215894,0.217693,0.381156,0.485358,-0.102010,-0.357419,0.086184,0.141628,0.101255,-0.253053,-0.130378,0.370791,-0.209646,0.023515,0.194485,-0.092003,0.128841,-0.258135,0.039095,0.252898,-0.000820,0.167464,0.240448,-0.220055,-0.118543,-0.116860,-0.237097,-0.243410,0.189199,-0.189362
-0.209373,0.487414,-0.277138,0.079274,0.351670,0.540825,-0.063520,-0.444262,0.139678,0.121783,-0.081418,-0.289138,-0.151747,0.216301,-0.369240,0.103462,0.246048,-0.103058,0.263316,-0.391721,0.138588,0.164140,-0.210150,0.071245,0.224832,-0.095717,-0.056015,-0.102954,-0.234851,-0.238385,0.372251,-0.174895
-0.274952,0.484485,-0.237728,0.168170,0.395871,0.545544,0.094695,-0.356186,0.111173,0.151899,-0.034543,-0.380933,-0.182235,0.290768,-0.222346,0.104806,0.284028,0.021422,0.206171,-0.282435,-0.009874,0.179710,-0.008280,0.025500,0.309205,-0.205543,-0.133552,-0.123110,-0.152413,-0.239827,0.242592,-0.135520
